Macht	мощь, сила, могущество, власть
Scharte	амбразура, седловина
Glanzleistung	блестящее достижение; высокое мастерство
Bändchen	уздечка
Bankdrücken	жим лёжа на скамье
Gegenoffensive	контрнаступле́ние
Selbstbräuner	автозагар
Sarin	зарин
gehaltvoll	нава́ристый, содержа́тельный
Höllenangst	смертельный (панический) страх
Revolutionärin	революционерка
Hinduismus	индуизм
Freiersfüße	сватовство, ухаживание
Sittich	попугай
Geldbündel	пачка денег
unterprivilegiert	не пользующийся привилегиями, лишённый привилегий
hochtreiben	усиливать, увеличивать (напр., напряжённость); взвинчивать (цены)
Sittsamkeit	благонравие
Ehrenlegion	орден Почётного легиона
Grundstücksgrenze	граница участка
Spalier	шпалеры
klaffen	зиять
pulverisieren	распылять
Vogelstimme	птичий голос
Hauptzeugin	главная свидетельница
Salutschuss	салют, залп
Gaswerk	газовый завод
Gerangel	разг. стычка; схватка; столкновение; драка; потасовка (с кем-л)
Spitzenpreis	лучшая цена
Schiffswerft	верфь, судоверфь
Markteinführung	внедрение на рынок
Wurfarm	плечо лука
zusammenrotten	собираться толпой
Erzfeindin	заклятая врагиня
Hundebaby	щенок
Arbeitsessen	деловой обед
Plattensammlung	коллекция пластинок
Bildsprache	визуальный язык
unsanft	неделикатный; неласковый; резкий, суровый, грубый
fleischig	мясистый
Gepäckfach	багажная полка
Frauenleiche	труп женщины
Abschlussexamen	выпускной экзамен
Teilabdruck	частичный отпечаток
Hauptschlagader	анат. аорта
Unterdeck	нижняя палуба
Süßigkeitenladen	кондитерская, магазин сладостей
Maskenbildnerin	гримёрша, визажистка
Koksdealer	торговец кокаином
Peeling	пилинг, скраб
Sonderausstattung	специальное снаряжение (оборудование, оснащение)
Wildschweinjagd	охота на кабана
begrabschen	разг. лапать, облапать, тискать, трогать
Hundezwinger	псарня, вольер
Schweinefarm	свиноферма
Verstrahlung	облучение, радиоактивное заражение
VIP-Bereich	VIP-зона
Kufe	ушат, кадка, чан, бочка
Venusfliegenfalle	венерина мухоловка
Ödem	отёк
Mindesthöhe	минимальная высота
Erste-Hilfe-Koffer	аптечка
septisch	септический
Laderampe	погрузочная платформа
umhergehen	бродить, разгуливать, расхаживать, ходить, ходить взад и вперёд
Tupelo	Тьюпело
Schulwechsel	смена школы
Beanspruchung	требование (чего-л.), заявление претензии (на что-л.)
Schaukasten	витрина, стенд
einkesseln	окружать, окружить
Privatkrieg	личная война
Blutanalyse	анализ крови
ausschalen	вылущивать; очищать от кожуры (от корки)
